USER_UUID,USER_CREATED_AT,PROFILE_COMPLETE_AT,HOW_CAN_WE_HELP_YOU,PREVIOUS_EDUCATION_LEVEL,EMPLOYER
2394a886-9174-4ba8-b812-232219942e94,2021-01-01 22:14:25,2021-01-03 16:03:45,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Electronics United
f8be2f39-0dd3-4e6c-bf63-1347b6d5cb34,2020-07-23 14:03:48,2021-01-26 13:27:32,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some High School,Soccer Plus
ee42fadc-117f-47c0-9672-ebe76728bfb6,2021-01-27 10:50:18,2021-01-27 10:52:41,I want to go back to school but I’m not sure what I want to study,Bachelors Degree,Tree Stores
b45b7ee3-0605-416b-9b26-83a16a2907d0,2021-01-30 20:15:41,2021-01-30 20:16:57,I want to go back to school but I’m not sure what I want to study,Some College,Box Stores
a3ef4517-a734-4fd7-a003-ec07a78ee34d,2021-01-11 16:14:23,2021-01-11 16:15:21,I am already enrolled in a university or school,Bachelors Degree,Electronics United
cfe91e70-6881-4916-9dc1-b3507ddcc0f8,2021-01-20 14:54:55,2021-01-20 15:32:00,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Soccer Plus
34f5eb7e-2591-4b51-8610-18b4ca088346,2021-01-09 1:31:15,2021-01-09 1:35:39,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Tree Stores
33a47260-7222-4bcf-bcff-c62d786d266e,2021-01-03 22:18:33,2021-01-03 22:32:20,,,Box Stores
94f4278e-4b77-47fa-b1ce-7821765e866a,2021-01-08 3:18:13,2021-01-08 3:20:01,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some High School,Electronics United
2f7efc41-3048-4a79-a687-b54dc7016efd,2021-01-09 23:36:52,2021-01-09 23:38:11,I want to go back to school but I’m not sure what I want to study,Some College,Soccer Plus
ae940159-c796-4b49-972a-0466516c1b69,2021-01-06 19:50:14,2021-01-06 19:52:14,I want to go back to school but I’m not sure what I want to study,Some College,Tree Stores
3ccda93c-2e3e-40ac-b577-56efea9fbd30,2021-01-20 0:28:59,2021-01-20 0:30:44,I am already enrolled in a university or school,Bachelors Degree,Box Stores
38d65bb8-3b59-4dc3-9615-21c8f10fd80d,2021-01-20 18:25:55,2021-01-20 18:28:38,I primarily want to learn or improve a language,Some College,Electronics United
a2f7e225-1517-44a0-98d0-1b816172a705,2021-01-10 17:21:08,2021-01-10 17:23:00,I want to go back to school but I’m not sure what I want to study,Associates Degree,Soccer Plus
8b38d871-843c-4408-ace5-dd6f6c14da80,2020-08-24 18:12:20,2021-01-13 2:06:43,I'm honestly not sure about going back to school,Associates Degree,Tree Stores
73ec52a9-b082-4a46-b994-bb224aa361f6,2021-01-09 23:11:25,2021-01-09 23:12:48,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some High School,Box Stores
43b0f292-80e6-43a6-b664-861a975a5927,2021-01-25 21:50:04,2021-01-25 21:51:11,I want to go back to school but I’m not sure what I want to study,Some College,Electronics United
ef524211-fa2e-426f-b39d-7ba416a8a520,2021-01-29 20:43:10,2021-01-29 20:44:45,I primarily want to learn or improve a language,Some College,Soccer Plus
78e80c2f-0d23-41d7-975c-ddc3238743b1,2021-01-03 19:45:19,2021-01-03 19:48:03,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some High School,Tree Stores
c67b39b1-786d-4c0e-973c-a7495d39dfd9,2021-01-06 16:53:30,2021-01-06 16:55:13,I want to go back to school but I’m not sure what I want to study,Some College,Box Stores
84eb541b-2c72-4e0d-8f5f-7241443b0eae,2021-01-25 13:10:00,2021-01-25 13:41:57,I want to go back to school but I’m not sure what I want to study,Some High School,Electronics United
25407d1c-ab73-421a-a7c6-a84f986ade7f,2021-01-11 0:09:31,2021-01-11 0:12:46,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Soccer Plus
ba3243ff-662c-4d70-87f5-90a109a57e51,2021-01-17 3:31:47,2021-01-17 3:35:22,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Tree Stores
97bea152-cdc1-4f27-a601-0151df8f9b92,2021-01-04 21:20:14,2021-01-04 21:22:45,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Box Stores
9c508496-3635-49b9-b7d6-1bb7c40bfe55,2021-01-06 19:11:32,2021-01-06 19:14:04,I primarily want to learn or improve a language,Bachelors Degree,Electronics United
5bc5ece6-4cc9-4a36-9df2-266218de3c7a,2021-01-20 0:34:01,2021-01-20 0:35:42,I want to go back to school but I’m not sure what I want to study,Some College,Soccer Plus
19244a5d-06f2-4c11-af12-21251f2b5996,2021-01-20 1:51:04,2021-01-20 1:52:47,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Tree Stores
b5f2f59f-7b4e-498a-b6c9-ea1586bda87a,2021-01-20 18:44:11,2021-01-20 18:46:03,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Box Stores
765e1247-7283-455a-b7a7-fcc12c495b4b,2021-01-25 21:12:42,2021-01-25 21:14:29,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Electronics United
0e8157db-8d17-4c51-a6fb-219a893bead8,2021-01-25 3:51:45,2021-01-25 3:54:17,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Soccer Plus
9d9a2b9f-f965-4d26-9081-78d23a6a28f6,2021-01-16 4:20:13,2021-01-16 4:21:50,I want to go back to school but I’m not sure what I want to study,Some College,Tree Stores
f4f3578e-d256-45e6-b658-56724aa017a6,2021-01-10 9:45:04,2021-01-10 9:46:38,I am already enrolled in a university or school,Some College,Box Stores
af8c0fbf-d581-4ec5-ae7d-ca2a201d5a1d,2020-03-29 5:18:34,2021-01-06 8:41:21,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Electronics United
ffd1e6d2-1411-4e5e-8146-c3d15f4553fc,2021-01-08 19:16:21,2021-01-08 19:19:46,I want to go back to school but I’m not sure what I want to study,Master's Degree,Soccer Plus
24b6ddbd-1e6b-4f00-8356-0ae247538d19,2021-01-08 15:12:33,2021-01-08 15:14:02,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Tree Stores
60ac3be5-f178-4992-a92e-ca4edd18bb37,2021-01-12 0:19:23,2021-01-12 0:24:13,I want to go back to school but I’m not sure what I want to study,Some High School,Box Stores
5d37e1f6-532f-4af1-a27e-1817e757da0a,2021-01-22 0:48:56,2021-01-22 1:02:05,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some High School,Electronics United
2ac90c1c-41fe-49b2-a36a-7c0e7a65d11d,2021-01-11 7:57:22,2021-01-11 8:16:29,I primarily want to learn or improve a language,Bachelors Degree,Soccer Plus
b4f94958-4244-4732-b5e6-b728eaadb3cc,2021-01-29 22:56:14,2021-01-29 22:57:46,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Tree Stores
4b5224d4-eb43-4a2e-b9e2-b690aeb3584f,2021-01-05 14:42:30,2021-01-05 14:45:07,I want to go back to school but I’m not sure what I want to study,Some College,Box Stores
ff4bcc25-c5aa-4475-86e5-e6bd868ac460,2021-01-05 18:44:05,2021-01-05 18:46:41,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Electronics United
58bcefdd-aa91-42bf-838a-a8168d47b2ed,2021-01-15 1:41:52,2021-01-15 2:11:37,I am already enrolled in a university or school,Some College,Soccer Plus
43d963ba-287d-4190-b8fa-79c172fb4ef4,2018-05-09 2:51:23,2021-01-03 16:52:38,I want to go to school - I know what type of program I want to attend,Some College,Tree Stores
c8a7a62d-c54a-496b-8752-985870f32548,2021-01-01 10:23:50,2021-01-01 10:31:34,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Associates Degree,Box Stores
3389041d-ca40-4898-aa3b-7accabde193a,2021-01-20 19:13:31,2021-01-21 1:16:32,I am already enrolled in a university or school,Some College,Electronics United
75db384e-ab0c-4635-8ae0-0021124a3458,2021-01-30 16:46:22,2021-01-30 16:49:57,I want to go back to school but I’m not sure what I want to study,Some College,Soccer Plus
f2b1d14f-e245-482c-ad43-371101810843,2021-01-05 18:20:23,2021-01-05 18:21:58,I want to go back to school but I’m not sure what I want to study,Associates Degree,Tree Stores
38f00076-0d67-4215-8b28-d39e36573bfc,2020-12-08 19:25:06,2021-01-02 13:34:13,I'm honestly not sure about going back to school,Some College,Box Stores
3f028642-6200-42b2-9e14-8e968f00f11a,2021-01-25 15:07:44,2021-01-25 15:10:57,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Bachelors Degree,Electronics United
2fa38168-f53d-46fb-99ad-fca5927cb59d,2021-01-25 20:47:28,2021-01-25 20:48:58,I want to go back to school but I’m not sure what I want to study,Some College,Soccer Plus
cb808fab-2544-415c-8a1e-c71ce70b4f61,2021-01-10 16:23:33,2021-01-10 16:33:17,I want to go back to school but I’m not sure what I want to study,Bachelors Degree,Tree Stores
cc7ebfa8-5aa2-44cb-a461-90c05be08344,2021-01-14 18:24:21,2021-01-14 18:26:04,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Box Stores
d1dd1028-8b0d-45b0-b558-285ecdb27023,2021-01-20 14:53:30,2021-01-20 14:54:32,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Bachelors Degree,Electronics United
adb86a91-d7f7-4cf7-ac8d-1c7f20ee7a95,2021-01-26 18:49:25,2021-01-26 18:50:06,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Master's Degree,Soccer Plus
131c92c1-b0be-4634-aab8-b6ad0e6fee08,2021-01-26 5:50:23,2021-01-26 5:51:47,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Associates Degree,Tree Stores
af7dd798-16cb-4331-9788-220c406a0eb6,2021-01-13 3:45:57,2021-01-13 3:47:36,I want to go back to school but I’m not sure what I want to study,Some College,Box Stores
eec066fd-c07e-4cff-9f1e-0ef886a9b072,2021-01-09 0:55:41,2021-01-09 0:57:48,I am already enrolled in a university or school,Some High School,Electronics United
fb5f7f47-8719-49d6-938e-8d09b374fe90,2021-01-20 12:12:32,2021-01-20 12:15:35,I want to go back to school but I’m not sure what I want to study,Bachelors Degree,Soccer Plus
cbea5d8e-1b2f-4fc0-8837-988e506aa602,2021-01-28 10:06:59,2021-01-28 10:12:21,I want to go back to school but I’m not sure what I want to study,Some College,Tree Stores
79999302-e0d5-4bd0-8d18-162fc2f3e7ab,2021-01-21 2:41:05,2021-01-21 2:43:04,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Box Stores
79477e44-3b88-4fa1-846b-743a20f6bbf4,2018-06-09 18:54:08,2021-01-10 18:22:53,I want to go back to school but I’m not sure what I want to study,Some College,Electronics United
f7dc272e-dc67-4cd0-b083-766ab051ec80,2021-01-28 7:54:37,2021-01-28 7:59:47,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Bachelors Degree,Soccer Plus
dbb1d912-ea39-4b80-a37d-230c8611a62f,2021-01-18 20:08:53,2021-01-18 20:11:16,I want to go back to school but I’m not sure what I want to study,Some High School,Tree Stores
19056652-d873-4bb2-81af-59a239a50e93,2021-01-04 20:25:15,2021-01-04 20:28:48,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Box Stores
9d3a3985-aa37-42c8-b738-8f4e36d30611,2021-01-11 14:18:26,2021-01-11 14:19:14,I want to go back to school but I’m not sure what I want to study,Some College,Electronics United
0a56db5c-2e5c-4dfb-922b-689cbf76b869,2021-01-01 19:35:27,2021-01-01 19:43:52,I'm honestly not sure about going back to school,Bachelors Degree,Soccer Plus
ff754b1b-a400-4523-a276-19ce89c43d81,2021-01-17 20:36:00,2021-01-17 20:38:34,I primarily want to learn or improve a language,Some College,Tree Stores
2150eda6-34cc-4496-ab82-850140b7a0c3,2021-01-25 1:05:02,2021-01-25 1:06:26,I want to go back to school but I’m not sure what I want to study,Some College,Box Stores
235c4be6-1659-44a5-a2a5-5b8f71a830e3,2021-01-19 12:05:57,2021-01-19 12:07:03,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Electronics United
0dd6a1cb-fd77-4313-bf1b-cb6181acde66,2021-01-01 20:26:28,2021-01-01 20:29:10,I want to go back to school but I’m not sure what I want to study,Some College,Soccer Plus
b9cfa519-2ad3-42de-a739-d7410e8d26b6,2021-01-20 20:06:10,2021-01-20 20:07:53,I am already enrolled in a university or school,Bachelors Degree,Tree Stores
6824c134-2278-4390-b4bb-70849ff54a4f,2021-01-29 16:20:15,2021-01-29 16:21:25,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Associates Degree,Box Stores
ad54c88a-72b7-4a03-9e67-de8ee608581e,2021-01-22 18:29:39,2021-01-22 18:31:17,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Bachelors Degree,Electronics United
6e6c626b-2f14-4a7f-bb0e-210ab3809489,2021-01-19 1:34:57,2021-01-19 1:36:23,I want to go back to school but I’m not sure what I want to study,Some College,Soccer Plus
49a97d51-d100-4e5e-9766-a53ba928f9c5,2021-01-14 10:53:12,2021-01-14 10:54:19,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Tree Stores
6f9b3fa4-3678-4f50-8a6f-d1cf7a153465,2021-01-29 21:53:59,2021-01-29 21:55:55,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Box Stores
636321d8-e6ab-48bb-a218-33bb2ee2a1f8,2021-01-08 19:58:55,2021-01-08 20:10:14,I want to go back to school but I’m not sure what I want to study,Some College,Electronics United
6ab5b821-35d2-45b9-a7de-710af00a363d,2021-01-13 13:26:45,2021-01-15 16:19:26,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Associates Degree,Soccer Plus
98d84309-18f3-4d87-8944-92bfd48b4085,2021-01-20 6:11:03,2021-01-20 6:13:22,I am already enrolled in a university or school,Bachelors Degree,Tree Stores
60568b60-9045-4302-94b1-6f1fe7b85ec8,2021-01-08 6:01:17,2021-01-08 6:03:02,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Box Stores
e1039f33-d8f2-4d9d-9358-6b366fda35f2,2018-05-30 16:27:59,2021-01-14 23:02:34,I'm honestly not sure about going back to school,Bachelors Degree,Electronics United
900cc430-fb04-4aab-be45-fc58f7970e49,2021-01-16 15:06:39,2021-01-16 15:08:36,I want to go back to school but I’m not sure what I want to study,Some College,Soccer Plus
8bbf85c4-5982-4bf1-92d0-f2905c1d33a2,2021-01-03 2:16:03,2021-01-03 2:19:23,I want to go back to school but I’m not sure what I want to study,Some College,Tree Stores
d1b950be-0ce9-4aad-8286-4c6d7c5c829e,2021-01-25 20:18:22,2021-01-25 20:20:57,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Associates Degree,Box Stores
12f12bb6-2526-41d6-a0ee-6c5ea35dfffc,2021-01-20 18:55:58,2021-01-20 18:57:45,I want to go back to school but I’m not sure what I want to study,Associates Degree,Electronics United
ad3ca0b1-1c88-4911-9800-e1ca691bbd3c,2021-01-18 0:02:59,2021-01-18 0:04:05,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Soccer Plus
392561fb-4a61-4b56-aa4b-5655ce89428e,2021-01-09 1:35:55,2021-01-09 1:38:41,I am already enrolled in a university or school,Some College,Tree Stores
9b709bd2-754b-40e4-97e3-71152f87b1b9,2021-01-26 1:29:21,2021-01-26 1:31:05,I want to go back to school but I’m not sure what I want to study,Some College,Box Stores
f9a3c3e2-4bf1-442a-92b3-b00bbb032562,2020-01-06 17:23:09,2021-01-12 0:01:57,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Bachelors Degree,Electronics United
8c0f3ddf-9711-4a97-8317-540bf4796505,2018-06-05 0:06:31,2021-01-12 2:03:25,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Soccer Plus
fd5704ea-8564-47e1-8d74-3b72979d53e7,2020-12-17 21:09:58,2021-01-07 23:20:34,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Bachelors Degree,Tree Stores
91189eec-f123-4227-afec-0b1f989468ed,2021-01-26 3:51:33,2021-01-26 21:28:03,I want to go back to school but I’m not sure what I want to study,Some College,Box Stores
1143d825-74fd-49ac-b2d5-664dbfd9d60c,2021-01-18 22:40:11,2021-01-18 22:42:17,I want to go back to school but I’m not sure what I want to study,Some College,Electronics United
7d87bfe4-df04-41d0-8265-581b53a14431,2021-01-10 12:42:24,2021-01-10 12:44:03,I primarily want to learn or improve a language,Master's Degree,Soccer Plus
9d727cde-f308-4c5c-8a90-d0ca634dc5c7,2021-01-03 6:06:46,2021-01-03 6:07:52,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Tree Stores
bf555b5a-a6f2-4d74-b38e-1b2a5428468d,2020-09-24 16:07:04,2021-01-08 16:28:40,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Bachelors Degree,Box Stores
43f45b42-9614-450a-8fec-ecba7acab671,2021-01-08 16:18:49,2021-01-08 16:20:13,I am already enrolled in a university or school,Bachelors Degree,Electronics United
f37db82b-7167-41d1-811c-6c934dd7c202,2021-01-22 9:55:40,2021-01-22 9:59:37,I want to go back to school but I’m not sure what I want to study,Some College,Soccer Plus
fea0c554-db71-4e67-844a-90d2e8f76876,2019-09-02 21:01:05,2021-01-30 4:03:58,I want to go back to school but I’m not sure what I want to study,Some College,Tree Stores
bc493931-274b-4fd9-9b5a-3540f144a594,2021-01-30 18:43:32,2021-01-30 18:45:04,I am already enrolled in a university or school,Some College,Box Stores
c021e732-3d5e-4320-b8c3-9560c7ebaaf2,2021-01-20 0:24:56,2021-01-20 0:27:31,I am already enrolled in a university or school,Associates Degree,Electronics United
8d2bbf9c-46fe-4f5d-9a06-622e707eeaeb,2020-08-03 6:40:27,2021-01-04 11:24:58,I want to go back to school but I’m not sure what I want to study,Some College,Soccer Plus
8673dde3-1847-4c21-af81-5da1c8ae59b5,2021-01-05 18:02:00,2021-01-14 7:25:15,I primarily want to learn or improve a language,Bachelors Degree,Tree Stores
cf89c86a-7eb9-4093-84b1-7e73411f2ab4,2021-01-29 3:21:07,2021-01-29 3:26:49,I want to go back to school but I’m not sure what I want to study,Some College,Box Stores
c310894e-d430-4bda-aeb4-2f7cbd09a2f5,2021-01-08 22:22:20,2021-01-09 4:32:58,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Electronics United
67f00178-a2c6-480b-9eed-ba12d8647518,2021-01-20 22:11:14,2021-01-20 22:12:41,I am already enrolled in a university or school,Bachelors Degree,Soccer Plus
d3856c85-b969-415d-adba-ce73501dc1c9,2018-10-08 9:18:39,2021-01-04 14:54:25,I want to go to school - I know what type of program I want to attend,Some College,Tree Stores
47309f3c-ada6-424d-aa7f-4257515d4fbc,2021-01-25 21:27:54,2021-01-25 21:29:22,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Associates Degree,Box Stores
9d81f991-8851-47a5-99ed-807c43ed5cab,2021-01-26 18:14:52,2021-01-26 18:17:00,I am already enrolled in a university or school,Some College,Electronics United
eebcda3f-806e-470f-934e-98c0985ff094,2021-01-06 3:56:36,2021-01-06 3:58:51,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some High School,Soccer Plus
364e14c2-cff2-4852-bb12-9acb11da117c,2021-01-27 12:32:52,2021-01-27 12:34:09,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Tree Stores
5bf52ebe-ae59-473d-811b-ae4cbfbee8f1,2021-01-08 11:31:04,2021-01-08 11:34:57,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Box Stores
1ab74490-1871-46f8-ad17-7cf514021e38,2021-01-20 13:03:40,2021-01-20 13:11:03,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Electronics United
ae104a5f-39cb-43ce-b570-08c322c421d9,2021-01-19 10:54:35,2021-01-19 10:55:55,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Soccer Plus
79171d05-a6aa-466a-8ce5-75f318299463,2021-01-21 3:03:39,2021-01-21 3:05:17,I am already enrolled in a university or school,Bachelors Degree,Tree Stores
b2934a6e-c526-4b56-aedd-3e7c36926251,2021-01-07 3:05:57,2021-01-07 3:12:09,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Bachelors Degree,Box Stores
5e4061a4-efcd-47a5-bbf7-a096da57da31,2021-01-28 19:47:55,2021-01-28 19:51:33,I am already enrolled in a university or school,Associates Degree,Electronics United
a5fbc74a-da68-4fd4-9182-a22a1eb95d19,2021-01-03 2:00:54,2021-01-03 2:02:53,I primarily want to learn or improve a language,Some College,Soccer Plus
cad02929-6388-476c-835c-d74f4e18781f,2021-01-10 0:39:13,2021-01-10 0:40:54,I want to go back to school but I’m not sure what I want to study,Some College,Tree Stores
73efbe9e-6356-4c79-a1a4-705b3a8fbeeb,2019-05-22 13:04:24,2021-01-05 4:17:59,I want to go to school - I know what type of program I want to attend,Some High School,Box Stores
fe4180c6-dbbf-4938-ae86-0f7b403766fb,2021-01-15 0:06:18,2021-01-15 0:08:03,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Graduated Highschool/GED,Electronics United
0fce4802-c7ae-47e3-85ce-ec1be597db04,2021-01-14 9:35:12,2021-01-14 9:43:53,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Soccer Plus
577bffed-a5a8-4a1e-9944-caaae5e5882b,2021-01-09 23:31:50,2021-01-09 23:33:38,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Tree Stores
54fb075a-396c-4d99-94ac-641899919a08,2021-01-09 17:30:37,2021-01-09 17:31:40,I am already enrolled in a university or school,Some College,Box Stores
b273cc26-dc3f-4e13-8f53-b3a0b09c92c5,2021-01-17 14:37:14,2021-01-17 14:39:21,I want to go back to school but I’m not sure what I want to study,Some College,Electronics United
90bdb84f-5ae8-4750-afdb-5e85d0340ab2,2021-01-17 14:34:29,2021-01-17 14:35:23,I am already enrolled in a university or school,Some College,Soccer Plus
7250a7f3-0e3f-426d-a9d1-03aefb9a1ae7,2021-01-15 14:29:47,2021-01-15 14:31:04,I primarily want to learn or improve a language,Some College,Tree Stores
60f6ba72-0d15-4eb9-b087-1ac79dbe2d49,2021-01-20 20:03:34,2021-01-20 20:05:20,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Bachelors Degree,Box Stores
8727f3b0-d166-49be-9d35-1c089d3927d4,2021-01-27 21:17:47,2021-01-30 0:20:19,I primarily want to learn or improve a language,Some College,Electronics United
de825ce5-5287-48be-a45b-b945d01ea696,2021-01-28 21:33:30,2021-01-28 21:36:27,I'm honestly not sure about going back to school,Some College,Soccer Plus
fc500bca-a775-4290-be9b-7b0fb80000a1,2021-01-03 2:48:16,2021-01-03 2:49:16,I am already enrolled in a university or school,Bachelors Degree,Tree Stores
a3a95dd5-0f45-4f8b-bf7d-be8b9b47acb5,2021-01-26 15:17:44,2021-01-26 15:18:47,I am already enrolled in a university or school,Some College,Box Stores
e1a936e8-c168-400f-9cab-0d534d287468,2021-01-21 21:54:07,2021-01-21 21:55:33,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Electronics United
99429e76-9b7a-4de4-b129-4dc681b0043e,2021-01-28 23:57:02,2021-01-28 23:59:13,I want to go back to school but I’m not sure what I want to study,Some College,Soccer Plus
bb83cc75-1ef0-463e-842c-2c9376da6a5d,2021-01-08 3:41:24,2021-01-08 3:43:05,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Associates Degree,Tree Stores
18d88f38-4c16-4c10-a61f-142808f06ab4,2021-01-13 23:50:25,2021-01-13 23:53:30,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Box Stores
d4b6458b-f3e7-48ea-be92-01496498fa73,2021-01-11 12:27:54,2021-01-11 12:30:12,I'm honestly not sure about going back to school,Some College,Electronics United
61066171-1a69-4001-ae1a-160745c4ab10,2021-01-15 2:35:19,2021-01-15 2:37:07,I want to go back to school but I’m not sure what I want to study,Bachelors Degree,Soccer Plus
17ecbae5-79da-402b-8844-a32b1dc65416,2021-01-22 18:09:10,2021-01-22 18:10:25,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Bachelors Degree,Tree Stores
68da41e6-a509-4746-a8de-309c9be7a323,2020-12-30 16:57:16,2021-01-01 18:32:37,I want to go back to school but I’m not sure what I want to study,Some College,Box Stores
e12c6944-89c5-44ca-8cea-00706724715a,2021-01-28 7:15:15,2021-01-28 7:18:04,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Electronics United
ce338cb5-9968-4640-ba3a-ca503308f574,2021-01-10 18:43:23,2021-01-10 18:44:44,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Bachelors Degree,Soccer Plus
e8979a72-0099-423a-ab52-9a8993a9eb4c,2021-01-11 12:50:36,2021-01-11 12:52:00,I want to go back to school but I’m not sure what I want to study,Bachelors Degree,Tree Stores
2d4e054f-0b37-4e3f-a686-812a3627f2fe,2021-01-13 0:15:15,2021-01-13 0:17:52,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Box Stores
22db9ac9-a186-4dcb-92c4-04ac745d95c3,2021-01-21 1:10:35,2021-01-21 1:13:07,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Electronics United
32e67cb1-9cdb-4cbe-b170-8badd0f8f04e,2021-01-11 7:52:14,2021-01-11 7:55:17,I want to go back to school but I’m not sure what I want to study,Some College,Soccer Plus
131f8b5f-f0f7-4631-aa6c-5231728b50e9,2021-01-18 15:12:16,2021-01-18 15:15:57,I want to go back to school but I’m not sure what I want to study,Associates Degree,Tree Stores
b68fe4f5-d896-4978-a666-c555cd7c972d,2021-01-25 2:45:38,2021-01-25 2:47:09,I want to go back to school but I’m not sure what I want to study,Some College,Box Stores
0fde4355-f895-4d4b-83c7-d66cd0b2f453,2021-01-16 20:49:29,2021-01-16 20:50:33,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Electronics United
abdacffa-edf2-4800-8624-f3134af1d603,2021-01-22 19:24:27,2021-01-24 18:39:56,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Soccer Plus
416db241-c41b-4324-a870-afc10fac4132,2021-01-07 0:17:19,2021-01-07 0:18:20,I want to go back to school but I’m not sure what I want to study,Some College,Tree Stores
30d627aa-a9ad-4155-818b-42aea43d6fc0,2020-01-25 5:18:51,2021-01-18 23:55:22,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Box Stores
5c317552-b7f3-4f12-821c-872bb170e916,2020-01-21 22:14:36,2021-01-16 2:44:10,I am already enrolled in a university or school,Some College,Electronics United
c8b1e0eb-a58d-4b14-9949-a7d1dcd05642,2021-01-20 1:18:38,2021-01-20 1:20:48,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Soccer Plus
ed33617a-2bba-4002-a905-011a4946e7d3,2021-01-05 19:53:04,2021-01-05 19:55:35,I'm honestly not sure about going back to school,Some College,Tree Stores
d71f408f-89b0-4414-b0bd-8a9bf374f7bd,2021-01-10 9:09:54,2021-01-10 9:11:23,I want to go back to school but I’m not sure what I want to study,Some College,Box Stores
c8764ef5-937c-4cd1-885a-2b78485646ad,2021-01-06 1:20:41,2021-01-06 1:21:48,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Bachelors Degree,Electronics United
eee2c6df-0ad0-48e4-9417-81dda721ebb8,2021-01-05 16:00:12,2021-01-05 16:02:08,I want to go back to school but I’m not sure what I want to study,Some College,Soccer Plus
98149cc1-f037-472f-ae39-a5cec53c2486,2021-01-19 17:10:51,2021-01-19 17:12:06,I am already enrolled in a university or school,Some College,Tree Stores
